state_code,county_name
MO,DEKALB
MO,DENT
MO,DOUGLAS
MO,DUNKLIN
MO,FRANKLIN
MO,GASCONADE
MO,GENTRY
MO,GREENE
MO,GRUNDY
MO,HARRISON
MO,HENRY
MO,HICKORY
MO,HOLT
MO,HOWARD
MO,HOWELL
MO,IRON
MO,JACKSON
MO,JASPER
MO,JEFFERSON
MO,JOHNSON
MO,KANSAS CITY
MO,KNOX
MO,LACLEDE
MO,LAFAYETTE
MO,LAWRENCE
MO,LEWIS
MO,LINCOLN
MO,LINN
MO,LIVINGSTON
MO,MACON
MO,MADISON
MO,MARIES
MO,MARION
MO,MCDONALD
MO,MERCER
MO,MILLER
MO,MISSISSIPPI
MO,MONITEAU
MO,MONROE
MO,MONTGOMERY
MO,MORGAN
MO,NEW MADRID
MO,NEWTON
MO,NODAWAY
MO,OREGON
MO,OSAGE
MO,OZARK
MO,PEMISCOT
MO,PERRY
MO,PETTIS
MO,PHELPS
MO,PIKE
MO,PLATTE
MO,POLK
MO,PULASKI
MO,PUTNAM
MO,RALLS
MO,RANDOLPH
MO,RAY
MO,REYNOLDS
MO,RIPLEY
MO,SALINE
MO,SCHUYLER
MO,SCOTLAND
MO,SCOTT
MO,SHANNON
MO,SHELBY
MO,ST. CHARLES
MO,ST. CLAIR
MO,ST. FRANCOIS
MO,ST. LOUIS
MO,ST. LOUIS CITY
MO,STE. GENEVIEVE
MO,STODDARD
MO,STONE
MO,SULLIVAN
MO,TANEY
MO,TEXAS
MO,VERNON
MO,WARREN
MO,WASHINGTON
MO,WAYNE
MO,WEBSTER
MO,WORTH
MO,WRIGHT
MS,ADAMS
MS,ALCORN
MS,AMITE
MS,ATTALA
MS,BENTON
MS,BOLIVAR
MS,CALHOUN
MS,CARROLL
MS,CHICKASAW
MS,CHOCTAW
MS,CLAIBORNE
MS,CLARKE
MS,CLAY
MS,COAHOMA
MS,COPIAH
MS,COVINGTON
MS,DESOTO
MS,FORREST
MS,FRANKLIN
MS,GEORGE
MS,GREENE
MS,GRENADA
MS,HANCOCK
MS,HARRISON
MS,HINDS
MS,HOLMES
MS,HUMPHREYS
MS,ISSAQUENA
MS,ITAWAMBA
MS,JACKSON
MS,JASPER
MS,JEFFERSON
MS,JEFFERSON DAVIS
MS,JONES
MS,KEMPER
MS,LAFAYETTE
MS,LAMAR
MS,LAUDERDALE
MS,LAWRENCE
MS,LEAKE
MS,LEE
MS,LEFLORE
MS,LINCOLN
MS,LOWNDES
MS,MADISON
MS,MARION
MS,MARSHALL
MS,MONROE
MS,MONTGOMERY
MS,NESHOBA
MS,NEWTON
MS,NOXUBEE
MS,OKTIBBEHA
MS,PANOLA
MS,PEARL RIVER
MS,PERRY
MS,PIKE
MS,PONTOTOC
MS,PRENTISS
MS,QUITMAN
MS,RANKIN
MS,SCOTT
MS,SHARKEY
MS,SIMPSON
MS,SMITH
MS,STONE
MS,SUNFLOWER
MS,TALLAHATCHIE
MS,TATE
MS,TIPPAH
MS,TISHOMINGO
MS,TUNICA
MS,UNION
MS,WALTHALL
MS,WARREN
MS,WASHINGTON
MS,WAYNE
MS,WEBSTER
MS,WILKINSON
MS,WINSTON
MS,YALOBUSHA
MS,YAZOO
MT,BEAVERHEAD
MT,BIG HORN
MT,BLAINE
MT,BROADWATER
MT,CARBON
MT,CARTER
MT,CASCADE
MT,CHOUTEAU
MT,CUSTER
MT,DANIELS
MT,DAWSON
MT,DEER LODGE
MT,FALLON
MT,FERGUS
MT,FLATHEAD
MT,GALLATIN
MT,GARFIELD
MT,GLACIER
MT,GOLDEN VALLEY
MT,GRANITE
MT,HILL
MT,JEFFERSON
MT,JUDITH BASIN
MT,LAKE
MT,LEWIS AND CLARK
MT,LIBERTY
MT,LINCOLN
MT,MADISON
MT,MCCONE
MT,MEAGHER
MT,MINERAL
MT,MISSOULA
MT,MUSSELSHELL
MT,PARK
MT,PETROLEUM
MT,PHILLIPS
MT,PONDERA
MT,POWDER RIVER
MT,POWELL
MT,PRAIRIE
MT,RAVALLI
MT,RICHLAND
MT,ROOSEVELT
MT,ROSEBUD
MT,SANDERS
MT,SHERIDAN
MT,SILVER BOW
MT,STILLWATER
MT,SWEET GRASS
MT,TETON
MT,TOOLE
MT,TREASURE
MT,VALLEY
MT,WHEATLAND
MT,WIBAUX
MT,YELLOWSTONE
NC,ALAMANCE
NC,ALEXANDER
NC,ALLEGHANY
NC,ANSON
NC,ASHE
NC,AVERY
NC,BEAUFORT
NC,BERTIE
NC,BLADEN
NC,BRUNSWICK
NC,BUNCOMBE
NC,BURKE
NC,CABARRUS
NC,CALDWELL
NC,CAMDEN
NC,CARTERET
NC,CASWELL
NC,CATAWBA
NC,CHATHAM
NC,CHEROKEE
NC,CHOWAN
NC,CLAY
NC,CLEVELAND
NC,COLUMBUS
NC,CRAVEN
NC,CUMBERLAND
NC,CURRITUCK
NC,DARE
NC,DAVIDSON
NC,DAVIE
NC,DUPLIN
NC,DURHAM
NC,EDGECOMBE
NC,FORSYTH
NC,FRANKLIN
NC,GASTON
NC,GATES
NC,GRAHAM
NC,GRANVILLE
NC,GREENE
NC,GUILFORD
NC,HALIFAX
NC,HARNETT
NC,HAYWOOD
NC,HENDERSON
NC,HERTFORD
NC,HOKE
NC,HYDE
NC,IREDELL
NC,JACKSON
NC,JOHNSTON
NC,JONES
NC,LEE
NC,LENOIR
NC,LINCOLN
NC,MACON
NC,MADISON
NC,MARTIN
NC,MCDOWELL
NC,MECKLENBURG
NC,MITCHELL
NC,MONTGOMERY
NC,MOORE
NC,NASH
NC,NEW HANOVER
NC,NORTHAMPTON
NC,ONSLOW
NC,ORANGE
NC,PAMLICO
NC,PASQUOTANK
NC,PENDER
NC,PERQUIMANS
NC,PERSON
NC,PITT
NC,POLK
NC,RANDOLPH
NC,RICHMOND
NC,ROBESON
NC,ROCKINGHAM
NC,ROWAN
NC,RUTHERFORD
NC,SAMPSON
NC,SCOTLAND
NC,STANLY
NC,STOKES
NC,SURRY
NC,SWAIN
NC,TRANSYLVANIA
NC,TYRRELL
NC,UNION
NC,VANCE
NC,WAKE
NC,WARREN
NC,WASHINGTON
NC,WATAUGA
NC,WAYNE
NC,WILKES
NC,WILSON
NC,YADKIN
NC,YANCEY
ND,ADAMS
ND,BARNES
ND,BENSON
ND,BILLINGS
ND,BOTTINEAU
ND,BOWMAN
ND,BURKE
ND,BURLEIGH
ND,CASS
ND,CAVALIER
ND,DICKEY
ND,DIVIDE
ND,DUNN
ND,EDDY
ND,EMMONS
ND,FOSTER
ND,GOLDEN VALLEY
ND,GRAND FORKS
ND,GRANT
ND,GRIGGS
ND,HETTINGER
ND,KIDDER
ND,LAMOURE
ND,LOGAN
ND,MCHENRY
ND,MCINTOSH
ND,MCKENZIE
ND,MCLEAN
ND,MERCER
ND,MORTON
ND,MOUNTRAIL
ND,NELSON
ND,OLIVER
ND,PEMBINA
ND,PIERCE
ND,RAMSEY
ND,RANSOM
ND,RENVILLE
ND,RICHLAND
ND,ROLETTE
ND,SARGENT
ND,SHERIDAN
ND,SIOUX
ND,SLOPE
ND,STARK
ND,STEELE
ND,STUTSMAN
ND,TOWNER
ND,TRAILL
ND,WALSH
ND,WARD
ND,WELLS
ND,WILLIAMS
NE,ADAMS
NE,ANTELOPE
NE,ARTHUR
NE,BANNER
NE,BLAINE
NE,BOONE
NE,BOX BUTTE
NE,BOYD
NE,BROWN
NE,BUFFALO
NE,BURT
NE,BUTLER
NE,CASS
NE,CEDAR
NE,CHASE
NE,CHERRY
NE,CHEYENNE
NE,CLAY
NE,COLFAX
NE,CUMING
NE,CUSTER
NE,DAKOTA
NE,DAWES
NE,DAWSON
NE,DEUEL
NE,DIXON
NE,DODGE
NE,DOUGLAS
NE,DUNDY
NE,FILLMORE
NE,FRANKLIN
NE,FRONTIER
NE,FURNAS
NE,GAGE
NE,GARDEN
NE,GARFIELD
NE,GOSPER
NE,GRANT
NE,GREELEY
NE,HALL
NE,HAMILTON
NE,HARLAN
NE,HAYES
NE,HITCHCOCK
NE,HOLT
NE,HOOKER
NE,HOWARD
NE,JEFFERSON
NE,JOHNSON
NE,KEARNEY
NE,KEITH
NE,KEYA PAHA
NE,KIMBALL
NE,KNOX
NE,LANCASTER
NE,LINCOLN
NE,LOGAN
NE,LOUP
NE,MADISON
NE,MCPHERSON
NE,MERRICK
NE,MORRILL
NE,NANCE
NE,NEMAHA
NE,NUCKOLLS
NE,OTOE
NE,PAWNEE
NE,PERKINS
NE,PHELPS
NE,PIERCE
NE,PLATTE
NE,POLK
NE,RED WILLOW
NE,RICHARDSON
NE,ROCK
NE,SALINE
NE,SARPY
NE,SAUNDERS
NE,SCOTTS BLUFF
NE,SEWARD
NE,SHERIDAN
NE,SHERMAN
NE,SIOUX
NE,STANTON
NE,THAYER
NE,THOMAS
NE,THURSTON
NE,VALLEY
NE,WASHINGTON
NE,WAYNE
NE,WEBSTER
NE,WHEELER
NE,YORK
NH,BELKNAP
NH,CARROLL
NH,CHESHIRE
NH,COOS
NH,GRAFTON
NH,HILLSBOROUGH
NH,MERRIMACK
NH,ROCKINGHAM
NH,STRAFFORD
NH,SULLIVAN
NJ,ATLANTIC
NJ,BERGEN
NJ,BURLINGTON
NJ,CAMDEN
NJ,CAPE MAY
NJ,CUMBERLAND
NJ,ESSEX
NJ,GLOUCESTER
NJ,HUDSON
NJ,HUNTERDON
NJ,MERCER
NJ,MIDDLESEX
NJ,MONMOUTH
NJ,MORRIS
NJ,OCEAN
NJ,PASSAIC
NJ,SALEM
NJ,SOMERSET
NJ,SUSSEX
NJ,UNION
NJ,WARREN
NM,BERNALILLO
NM,CATRON
NM,CHAVES
NM,CIBOLA
NM,COLFAX
NM,CURRY
NM,DE BACA
NM,DONA ANA
NM,EDDY
NM,GRANT
NM,GUADALUPE
NM,HARDING
NM,HIDALGO
NM,LEA
NM,LINCOLN
NM,LOS ALAMOS
NM,LUNA
NM,MCKINLEY
NM,MORA
NM,OTERO
NM,QUAY
NM,RIO ARRIBA
NM,ROOSEVELT
NM,SAN JUAN
NM,SAN MIGUEL
NM,SANDOVAL
NM,SANTA FE
NM,SIERRA
NM,SOCORRO
NM,TAOS
NM,TORRANCE
NM,UNION
NM,VALENCIA
NV,CARSON CITY
NV,CHURCHILL
NV,CLARK
NV,DOUGLAS
NV,ELKO
NV,ESMERALDA
NV,EUREKA
NV,HUMBOLDT
NV,LANDER
NV,LINCOLN
NV,LYON
NV,MINERAL
NV,NYE
NV,PERSHING
NV,STOREY
NV,WASHOE
NV,WHITE PINE
NY,ALBANY
NY,ALLEGANY
NY,BRONX
NY,BROOME
NY,CATTARAUGUS
NY,CAYUGA
NY,CHAUTAUQUA
NY,CHEMUNG
NY,CHENANGO
NY,CLINTON
NY,COLUMBIA
NY,CORTLAND
NY,DELAWARE
NY,DUTCHESS
NY,ERIE
NY,ESSEX
NY,FRANKLIN
NY,FULTON
NY,GENESEE
NY,GREENE
NY,HAMILTON
NY,HERKIMER
NY,JEFFERSON
NY,KINGS
NY,LEWIS
NY,LIVINGSTON
NY,MADISON
NY,MONROE
NY,MONTGOMERY
NY,NASSAU
NY,NEW YORK
NY,NIAGARA
NY,ONEIDA
NY,ONONDAGA
NY,ONTARIO
NY,ORANGE
NY,ORLEANS
NY,OSWEGO
NY,OTSEGO
NY,PUTNAM
NY,QUEENS
NY,RENSSELAER
NY,RICHMOND
NY,ROCKLAND
NY,SARATOGA
NY,SCHENECTADY
NY,SCHOHARIE
NY,SCHUYLER
NY,SENECA
NY,ST. LAWRENCE
NY,STEUBEN
NY,SUFFOLK
NY,SULLIVAN
NY,TIOGA
NY,TOMPKINS
NY,ULSTER
NY,WARREN
NY,WASHINGTON
NY,WAYNE
NY,WESTCHESTER
NY,WYOMING
NY,YATES
OH,ADAMS
OH,ALLEN
OH,ASHLAND
OH,ASHTABULA
OH,ATHENS
OH,AUGLAIZE
OH,BELMONT
OH,BROWN
OH,BUTLER
OH,CARROLL
OH,CHAMPAIGN
OH,CLARK
OH,CLERMONT
OH,CLINTON
OH,COLUMBIANA
OH,COSHOCTON
OH,CRAWFORD
OH,CUYAHOGA
OH,DARKE
OH,DEFIANCE
OH,DELAWARE
OH,ERIE
OH,FAIRFIELD
OH,FAYETTE
OH,FRANKLIN
OH,FULTON
OH,GALLIA
OH,GEAUGA
OH,GREENE
OH,GUERNSEY
OH,HAMILTON
OH,HANCOCK
OH,HARDIN
OH,HARRISON
OH,HENRY
OH,HIGHLAND
OH,HOCKING
OH,HOLMES
OH,HURON
OH,JACKSON
OH,JEFFERSON
OH,KNOX
OH,LAKE
OH,LAWRENCE
OH,LICKING
OH,LOGAN
OH,LORAIN
OH,LUCAS
OH,MADISON
OH,MAHONING
OH,MARION
OH,MEDINA
OH,MEIGS
OH,MERCER
OH,MIAMI
OH,MONROE
OH,MONTGOMERY
OH,MORGAN
OH,MORROW
OH,MUSKINGUM
OH,NOBLE
OH,OTTAWA
OH,PAULDING
OH,PERRY
OH,PICKAWAY
OH,PIKE
OH,PORTAGE
OH,PREBLE
OH,PUTNAM
OH,RICHLAND
OH,ROSS
OH,SANDUSKY
OH,SCIOTO
OH,SENECA
OH,SHELBY
OH,STARK
OH,SUMMIT
OH,TRUMBULL
OH,TUSCARAWAS
OH,UNION
OH,VAN WERT
OH,VINTON
OH,WARREN
OH,WASHINGTON
OH,WAYNE
OH,WILLIAMS
OH,WOOD
OH,WYANDOT
OK,ADAIR
OK,ALFALFA
OK,ATOKA
OK,BEAVER
OK,BECKHAM
OK,BLAINE
OK,BRYAN
OK,CADDO
OK,CANADIAN
OK,CARTER
OK,CHEROKEE
OK,CHOCTAW
OK,CIMARRON
OK,CLEVELAND
OK,COAL
OK,COMANCHE
OK,COTTON
OK,CRAIG
OK,CREEK
OK,CUSTER
OK,DELAWARE
OK,DEWEY
OK,ELLIS
OK,GARFIELD
OK,GARVIN
OK,GRADY
OK,GRANT
OK,GREER
OK,HARMON
OK,HARPER
OK,HASKELL
OK,HUGHES
OK,JACKSON
OK,JEFFERSON
OK,JOHNSTON
OK,KAY
OK,KINGFISHER
OK,KIOWA
OK,LATIMER
OK,LE FLORE
OK,LINCOLN
OK,LOGAN
OK,LOVE
OK,MAJOR
OK,MARSHALL
OK,MAYES
OK,MCCLAIN
OK,MCCURTAIN
OK,MCINTOSH
OK,MURRAY
OK,MUSKOGEE
OK,NOBLE
OK,NOWATA
OK,OKFUSKEE
OK,OKLAHOMA
OK,OKMULGEE
OK,OSAGE
OK,OTTAWA
OK,PAWNEE
OK,PAYNE
OK,PITTSBURG
OK,PONTOTOC
OK,POTTAWATOMIE
OK,PUSHMATAHA
OK,ROGER MILLS
OK,ROGERS
OK,SEMINOLE
OK,SEQUOYAH
OK,STEPHENS
OK,TEXAS
OK,TILLMAN
OK,TULSA
OK,WAGONER
OK,WASHINGTON
OK,WASHITA
OK,WOODS
OK,WOODWARD
OR,BAKER
OR,BENTON
OR,CLACKAMAS
OR,CLATSOP
OR,COLUMBIA
OR,COOS
OR,CROOK
OR,CURRY
OR,DESCHUTES
OR,DOUGLAS
OR,GILLIAM
OR,GRANT
OR,HARNEY
OR,HOOD RIVER
OR,JACKSON
OR,JEFFERSON
OR,JOSEPHINE
OR,KLAMATH
OR,LAKE
OR,LANE
OR,LINCOLN
OR,LINN
OR,MALHEUR
OR,MARION
OR,MORROW
OR,MULTNOMAH
OR,POLK
OR,SHERMAN
OR,TILLAMOOK
OR,UMATILLA
OR,UNION
OR,WALLOWA
OR,WASCO
OR,WASHINGTON
OR,WHEELER
OR,YAMHILL
PA,ADAMS
PA,ALLEGHENY
PA,ARMSTRONG
PA,BEAVER
PA,BEDFORD
PA,BERKS
PA,BLAIR
PA,BRADFORD
PA,BUCKS
PA,BUTLER
PA,CAMBRIA
PA,CAMERON
PA,CARBON
PA,CENTRE
PA,CHESTER
PA,CLARION
PA,CLEARFIELD
PA,CLINTON
PA,COLUMBIA
PA,CRAWFORD
PA,CUMBERLAND
PA,DAUPHIN
PA,DELAWARE
PA,ELK
PA,ERIE
PA,FAYETTE
PA,FOREST
PA,FRANKLIN
PA,FULTON
PA,GREENE
PA,HUNTINGDON
PA,INDIANA
PA,JEFFERSON
PA,JUNIATA
PA,LACKAWANNA
PA,LANCASTER
PA,LAWRENCE
PA,LEBANON
PA,LEHIGH
PA,LUZERNE
PA,LYCOMING
PA,MCKEAN
PA,MERCER
PA,MIFFLIN
PA,MONROE
PA,MONTGOMERY
PA,MONTOUR
PA,NORTHAMPTON
PA,NORTHUMBERLAND
PA,PERRY
PA,PHILADELPHIA
PA,PIKE
PA,POTTER
PA,SCHUYLKILL
PA,SNYDER
PA,SOMERSET
PA,SULLIVAN
PA,SUSQUEHANNA
PA,TIOGA
PA,UNION
PA,VENANGO
PA,WARREN
PA,WASHINGTON
PA,WAYNE
PA,WESTMORELAND
PA,WYOMING
PA,YORK
RI,BRISTOL
RI,KENT
RI,NEWPORT
RI,PROVIDENCE
RI,WASHINGTON
SC,ABBEVILLE
SC,AIKEN
SC,ALLENDALE
SC,ANDERSON
SC,BAMBERG
SC,BARNWELL
SC,BEAUFORT
SC,BERKELEY
SC,CALHOUN
SC,CHARLESTON
SC,CHEROKEE
SC,CHESTER
SC,CHESTERFIELD
SC,CLARENDON
SC,COLLETON
SC,DARLINGTON
SC,DILLON
SC,DORCHESTER
SC,EDGEFIELD
SC,FAIRFIELD
SC,FLORENCE
SC,GEORGETOWN
SC,GREENVILLE
SC,GREENWOOD
SC,HAMPTON
SC,HORRY
SC,JASPER
SC,KERSHAW
SC,LANCASTER
SC,LAURENS
SC,LEE
SC,LEXINGTON
SC,MARION
SC,MARLBORO
SC,MCCORMICK
SC,NEWBERRY
SC,OCONEE
SC,ORANGEBURG
SC,PICKENS
SC,RICHLAND
SC,SALUDA
SC,SPARTANBURG
SC,SUMTER
SC,UNION
SC,WILLIAMSBURG
SC,YORK
SD,AURORA
SD,BEADLE
SD,BENNETT
SD,BON HOMME
SD,BROOKINGS
SD,BROWN
SD,BRULE
SD,BUFFALO
SD,BUTTE
SD,CAMPBELL
SD,CHARLES MIX
SD,CLARK
SD,CLAY
SD,CODINGTON
SD,CORSON
SD,CUSTER
SD,DAVISON
SD,DAY
SD,DEUEL
SD,DEWEY
SD,DOUGLAS
SD,EDMUNDS
SD,FALL RIVER
SD,FAULK
SD,GRANT
SD,GREGORY
SD,HAAKON
SD,HAMLIN
SD,HAND
SD,HANSON
SD,HARDING
SD,HUGHES
SD,HUTCHINSON
SD,HYDE
SD,JACKSON
SD,JERAULD
SD,JONES
SD,KINGSBURY
SD,LAKE
SD,LAWRENCE
SD,LINCOLN
SD,LYMAN
SD,MARSHALL
SD,MCCOOK
SD,MCPHERSON
SD,MEADE
SD,MELLETTE
SD,MINER
SD,MINNEHAHA
SD,MOODY
SD,PENNINGTON
SD,PERKINS
SD,POTTER
SD,ROBERTS
SD,SANBORN
SD,SHANNON
SD,SPINK
SD,STANLEY
SD,SULLY
SD,TODD
SD,TRIPP
SD,TURNER
SD,UNION
SD,WALWORTH
SD,YANKTON
SD,ZIEBACH
TN,ANDERSON
TN,BEDFORD
TN,BENTON
TN,BLEDSOE
TN,BLOUNT
TN,BRADLEY
TN,CAMPBELL
TN,CANNON
TN,CARROLL
TN,CARTER
TN,CHEATHAM
TN,CHESTER
TN,CLAIBORNE
TN,CLAY
TN,COCKE
TN,COFFEE
TN,CROCKETT
TN,CUMBERLAND
TN,DAVIDSON
TN,DECATUR
TN,DEKALB
TN,DICKSON
TN,DYER
TN,FAYETTE
TN,FENTRESS
TN,FRANKLIN
TN,GIBSON
TN,GILES
TN,GRAINGER
TN,GREENE
TN,GRUNDY
TN,HAMBLEN
TN,HAMILTON
TN,HANCOCK
TN,HARDEMAN
TN,HARDIN
TN,HAWKINS
TN,HAYWOOD
TN,HENDERSON
TN,HENRY
TN,HICKMAN
TN,HOUSTON
TN,HUMPHREYS
TN,JACKSON
TN,JEFFERSON
TN,JOHNSON
TN,KNOX
TN,LAKE
TN,LAUDERDALE
TN,LAWRENCE
TN,LEWIS
TN,LINCOLN
TN,LOUDON
TN,MACON
TN,MADISON
TN,MARION
TN,MARSHALL
TN,MAURY
TN,MCMINN
TN,MCNAIRY
TN,MEIGS
TN,MONROE
TN,MONTGOMERY
TN,MOORE
TN,MORGAN
TN,OBION
TN,OVERTON
TN,PERRY
TN,PICKETT
TN,POLK
TN,PUTNAM
TN,RHEA
TN,ROANE
TN,ROBERTSON
TN,RUTHERFORD
TN,SCOTT
TN,SEQUATCHIE
TN,SEVIER
TN,SHELBY
TN,SMITH
TN,STEWART
TN,SULLIVAN
TN,SUMNER
TN,TIPTON
TN,TROUSDALE
TN,UNICOI
TN,UNION
TN,VAN BUREN
TN,WARREN
TN,WASHINGTON
TN,WAYNE
TN,WEAKLEY
TN,WHITE
TN,WILLIAMSON
TN,WILSON
TX,ANDERSON
TX,ANDREWS
TX,ANGELINA
TX,ARANSAS
TX,ARCHER
TX,ARMSTRONG
TX,ATASCOSA
TX,AUSTIN
TX,BAILEY
TX,BANDERA
TX,BASTROP
TX,BAYLOR
TX,BEE
TX,BELL
TX,BEXAR
TX,BLANCO
TX,BORDEN
TX,BOSQUE
TX,BOWIE
TX,BRAZORIA
TX,BRAZOS
TX,BREWSTER
TX,BRISCOE
TX,BROOKS
TX,BROWN
TX,BURLESON
TX,BURNET
TX,CALDWELL
TX,CALHOUN
TX,CALLAHAN
TX,CAMERON
TX,CAMP
TX,CARSON
TX,CASS
TX,CASTRO
TX,CHAMBERS
TX,CHEROKEE
TX,CHILDRESS
TX,CLAY
TX,COCHRAN
TX,COKE
TX,COLEMAN
TX,COLLIN
TX,COLLINGSWORTH
TX,COLORADO
TX,COMAL
TX,COMANCHE
TX,CONCHO
TX,COOKE
TX,CORYELL
TX,COTTLE
TX,CRANE
TX,CROCKETT
TX,CROSBY
TX,CULBERSON
TX,DALLAM
TX,DALLAS
TX,DAWSON
TX,DEAF SMITH
TX,DELTA
TX,DENTON
TX,DEWITT
TX,DICKENS
TX,DIMMIT
TX,DONLEY
TX,DUVAL
TX,EASTLAND
TX,ECTOR
TX,EDWARDS
TX,EL PASO
TX,ELLIS
TX,ERATH
TX,FALLS
TX,FANNIN
TX,FAYETTE
TX,FISHER
TX,FLOYD
TX,FOARD
TX,FORT BEND
TX,FRANKLIN
TX,FREESTONE
TX,FRIO
TX,GAINES
TX,GALVESTON
TX,GARZA
TX,GILLESPIE
TX,GLASSCOCK
TX,GOLIAD
TX,GONZALES
TX,GRAY
TX,GRAYSON
TX,GREGG
TX,GRIMES
TX,GUADALUPE
TX,HALE
TX,HALL
TX,HAMILTON
TX,HANSFORD
TX,HARDEMAN
TX,HARDIN
TX,HARRIS
TX,HARRISON
TX,HARTLEY
TX,HASKELL
TX,HAYS
TX,HEMPHILL
TX,HENDERSON
TX,HIDALGO
TX,HILL
TX,HOCKLEY
TX,HOOD
TX,HOPKINS
TX,HOUSTON
TX,HOWARD
TX,HUDSPETH
TX,HUNT
TX,HUTCHINSON
TX,IRION
TX,JACK
TX,JACKSON
TX,JASPER
TX,JEFF DAVIS
TX,JEFFERSON
TX,JIM HOGG
TX,JIM WELLS
TX,JOHNSON
TX,JONES
TX,KARNES
TX,KAUFMAN
TX,KENDALL
TX,KENEDY
TX,KENT
TX,KERR
TX,KIMBLE
TX,KING
TX,KINNEY
TX,KLEBERG
TX,KNOX
TX,LA SALLE
TX,LAMAR
TX,LAMB
TX,LAMPASAS
TX,LAVACA
TX,LEE
TX,LEON
TX,LIBERTY
TX,LIMESTONE
TX,LIPSCOMB
TX,LIVE OAK
TX,LLANO
TX,LOVING
TX,LUBBOCK
TX,LYNN
TX,MADISON
TX,MARION
TX,MARTIN
TX,MASON
TX,MATAGORDA
TX,MAVERICK
TX,MCCULLOCH
TX,MCLENNAN
TX,MCMULLEN
TX,MEDINA
TX,MENARD
TX,MIDLAND
TX,MILAM
TX,MILLS
TX,MITCHELL
TX,MONTAGUE
TX,MONTGOMERY
TX,MOORE
TX,MORRIS
TX,MOTLEY
TX,NACOGDOCHES
TX,NAVARRO
TX,NEWTON
TX,NOLAN
TX,NUECES
TX,OCHILTREE
TX,OLDHAM
TX,ORANGE
TX,PALO PINTO
TX,PANOLA
TX,PARKER
TX,PARMER
TX,PECOS
TX,POLK
TX,POTTER
TX,PRESIDIO
TX,RAINS
TX,RANDALL
TX,REAGAN
TX,REAL
TX,RED RIVER
TX,REEVES
TX,REFUGIO
TX,ROBERTS
TX,ROBERTSON
TX,ROCKWALL
TX,RUNNELS
TX,RUSK
TX,SABINE
TX,SAN AUGUSTINE
TX,SAN JACINTO
TX,SAN PATRICIO
TX,SAN SABA
TX,SCHLEICHER
TX,SCURRY
TX,SHACKELFORD
TX,SHELBY
TX,SHERMAN
TX,SMITH
TX,SOMERVELL
TX,STARR
TX,STEPHENS
TX,STERLING
TX,STONEWALL
TX,SUTTON
TX,SWISHER
TX,TARRANT
TX,TAYLOR
TX,TERRELL
TX,TERRY
TX,THROCKMORTON
TX,TITUS
TX,TOM GREEN
TX,TRAVIS
TX,TRINITY
TX,TYLER
TX,UPSHUR
TX,UPTON
TX,UVALDE
TX,VAL VERDE
TX,VAN ZANDT
TX,VICTORIA
TX,WALKER
TX,WALLER
TX,WARD
TX,WASHINGTON
TX,WEBB
TX,WHARTON
TX,WHEELER
TX,WICHITA
TX,WILBARGER
TX,WILLACY
TX,WILLIAMSON
TX,WILSON
TX,WINKLER
TX,WISE
TX,WOOD
TX,YOAKUM
TX,YOUNG
TX,ZAPATA
TX,ZAVALA
UT,BEAVER
UT,BOX ELDER
UT,CACHE
UT,CARBON
UT,DAGGETT
UT,DAVIS
UT,DUCHESNE
UT,EMERY
UT,GARFIELD
UT,GRAND
UT,IRON
UT,JUAB
UT,KANE
UT,MILLARD
UT,MORGAN
UT,PIUTE
UT,RICH
UT,SALT LAKE
UT,SAN JUAN
UT,SANPETE
UT,SEVIER
UT,SUMMIT
UT,TOOELE
UT,UINTAH
UT,UTAH
UT,WASATCH
UT,WASHINGTON
UT,WAYNE
UT,WEBER
VA,ACCOMACK
VA,ALBEMARLE
VA,ALEXANDRIA (CITY)
VA,ALLEGHANY
VA,AMELIA
VA,AMHERST
VA,APPOMATTOX
VA,ARLINGTON
VA,AUGUSTA
VA,BATH
VA,BEDFORD
VA,BEDFORD (CITY)
VA,BLAND
VA,BOTETOURT
VA,BRISTOL (CITY)
VA,BRUNSWICK
VA,BUCHANAN
VA,BUCKINGHAM
VA,BUENA VISTA (CITY)
VA,CAMPBELL
VA,CAROLINE
VA,CARROLL
VA,CHARLES CITY
VA,CHARLOTTE
VA,CHARLOTTESVILLE (CITY)
VA,CHESAPEAKE (CITY)
VA,CHESTERFIELD
VA,CLARKE
VA,COLONIAL HEIGHTS (CITY)
VA,COVINGTON (CITY)
VA,CRAIG
VA,CULPEPER
VA,CUMBERLAND
VA,DANVILLE (CITY)
VA,DICKENSON
VA,DINWIDDIE
VA,EMPORIA (CITY)
VA,ESSEX
VA,FAIRFAX
VA,FAIRFAX (CITY)
VA,FALLS CHURCH (CITY)
VA,FAUQUIER
VA,FLOYD
VA,FLUVANNA
VA,FRANKLIN
VA,FRANKLIN (CITY)
VA,FREDERICK
VA,FREDERICKSBURG (CITY)
VA,GALAX (CITY)
VA,GILES
VA,GLOUCESTER
VA,GOOCHLAND
VA,GRAYSON
VA,GREENE
VA,GREENSVILLE
VA,HALIFAX
VA,HAMPTON (CITY)
VA,HANOVER
VA,HARRISONBURG (CITY)
VA,HENRICO
VA,HENRY
VA,HIGHLAND
VA,HOPEWELL (CITY)
VA,ISLE OF WIGHT
VA,JAMES CITY
VA,KING AND QUEEN
VA,KING GEORGE
VA,KING WILLIAM
VA,LANCASTER
